bill_avg,service_failure_count,download_avg,upload_avg,download_over_limit,churn,contract_type,subscription_age_group,subscription_label
17,0,0.5,0.0,0,1,1,0,1
25,0,15.0,1.1,0,0,2,3,1
15,0,130.8,10.4,0,0,2,3,3
24,0,18.3,2.1,0,1,2,3,1
0,1,0.0,0.1,0,1,0,0,0
20,0,110.4,5.1,0,0,2,3,1
15,3,271.7,16.7,0,0,2,3,3
14,0,0.0,0.0,0,1,1,1,3
26,0,6.0,0.3,0,0,2,3,3
23,0,7.3,0.7,0,1,0,0,0
34,0,44.7,7.9,0,1,1,1,1
18,0,76.5,4.1,0,0,2,3,3
35,1,41.0,2.9,0,1,0,0,3
20,0,11.1,3.3,0,0,2,3,1
24,0,18.3,2.0,0,1,0,2,0
14,0,8.5,0.4,0,1,1,1,1
23,0,23.5,2.1,0,1,0,1,1
19,0,61.9,2.5,0,1,0,2,1
40,0,79.3,3.0,0,0,0,3,0
12,3,47.7,3.2,0,0,2,3,3
33,4,31.5,2.8,0,1,0,1,0
17,1,1.5,0.4,0,1,0,0,3
32,7,49.3,2.8,0,1,0,1,3
21,0,26.1,1.5,0,0,2,3,1
18,0,17.3,1.3,0,1,1,1,0
20,0,49.3,2.7,0,0,2,3,1
32,0,52.2,2.4,0,1,1,0,3
0,2,4.8,0.3,0,1,0,1,0
15,0,72.3,3.0,0,0,2,3,3
21,0,3.9,0.2,0,1,0,1,0
23,0,1.2,0.1,0,1,0,1,1
23,2,2.3,0.4,0,1,0,0,1
24,3,9.8,0.5,0,1,0,1,1
40,0,0.0,0.0,0,1,0,1,3
32,0,49.8,2.6,0,1,0,2,0
21,0,10.1,1.7,0,1,0,0,1
0,0,2.4,0.2,0,1,1,1,1
0,0,3.6,0.2,0,1,1,0,0
22,0,13.8,1.6,0,1,1,1,3
18,0,5.0,0.2,0,1,1,0,3
24,0,8.6,0.6,0,1,0,2,1
22,0,5.5,0.4,0,1,0,0,0
22,1,119.2,5.4,0,0,2,3,3
25,0,36.8,3.3,0,0,2,3,1
17,0,0.0,0.0,0,1,1,0,3
17,0,164.5,9.9,0,0,2,3,3
25,0,53.6,4.1,0,0,2,3,3
0,1,1.6,0.1,6,1,0,0,1
17,0,31.9,4.0,0,0,2,3,3
22,0,133.4,9.8,0,0,2,3,3
32,7,10.3,0.8,0,1,1,2,0
23,0,44.4,2.5,0,1,0,0,3
22,0,11.0,0.7,0,1,1,0,3
19,0,19.9,1.0,0,1,1,1,1
22,1,80.9,3.5,0,1,1,2,1
11,0,1.9,0.2,1,0,2,3,3
26,2,19.1,4.6,0,0,2,3,3
32,0,14.3,1.3,0,1,0,2,3
21,0,3.5,0.3,0,1,1,0,1
52,0,40.7,9.4,0,1,1,3,0
22,0,65.9,5.1,0,1,0,2,1
21,1,41.1,4.8,0,0,2,3,3
17,0,0.0,0.0,0,1,0,3,3
15,0,1.8,0.3,0,0,2,3,3
26,0,40.7,1.5,0,1,1,2,1
0,0,4.7,13.4,0,1,0,0,0
25,2,112.7,30.0,0,1,1,2,1
25,0,9.6,0.3,0,1,0,1,0
0,0,1.2,0.2,3,1,1,1,1
56,0,69.8,8.5,0,1,0,2,0
22,0,38.3,5.3,0,1,0,3,3
12,0,0.0,0.0,0,1,1,0,0
20,0,19.9,1.2,0,1,1,1,1
20,0,62.0,4.7,0,0,2,3,1
25,0,67.2,4.2,0,0,2,3,3
65,2,13.3,1.3,0,1,1,1,0
15,0,58.8,3.3,0,0,2,3,3
21,0,71.2,5.4,0,0,2,3,1
13,0,44.8,2.2,0,1,0,1,3
19,0,38.4,2.5,0,0,2,3,1
20,0,37.0,8.3,0,0,2,3,1
22,0,4.3,0.2,0,1,1,0,3
21,0,31.7,2.5,0,0,2,3,1
26,0,7.2,1.3,0,0,2,3,3
24,0,15.7,2.2,0,1,0,2,1
24,0,30.1,2.5,0,0,2,3,3
20,0,76.4,4.2,0,0,2,3,3
18,0,67.4,3.6,0,0,2,3,3
19,0,24.0,5.0,0,1,0,1,3
24,1,32.6,1.8,0,1,0,1,1
22,0,41.3,1.8,0,1,0,2,1
17,3,140.9,9.4,0,1,0,3,3
19,0,12.9,1.1,0,1,1,1,1
19,0,7.2,1.4,0,1,0,1,0
22,0,5.4,0.6,0,1,1,0,3
24,1,31.7,8.5,0,1,0,2,3
26,0,0.0,0.0,0,1,0,0,0
16,0,43.2,3.6,0,1,1,0,0
23,0,7.3,0.6,0,1,0,1,0
163,2,718.3,38.8,0,0,0,3,3
24,0,26.3,2.2,0,1,0,1,1
53,0,103.7,10.1,0,1,0,1,0
21,0,50.8,3.1,0,0,2,3,3
22,1,39.5,2.1,0,0,2,3,1
142,0,500.9,74.0,0,1,0,0,0
16,0,0.6,0.2,0,1,1,1,3
24,0,9.2,1.3,0,1,0,1,1
0,0,0.0,0.0,0,1,2,0,1
32,0,19.7,1.8,0,1,0,2,0
23,1,12.0,0.7,0,1,0,1,1
24,0,27.9,1.3,0,1,0,1,1
22,0,8.8,1.1,0,1,1,0,1
10,0,9.0,1.0,7,1,0,1,0
0,0,0.0,0.0,0,1,0,1,1
22,0,56.9,2.9,0,0,2,3,1
16,0,7.9,0.4,0,1,1,1,0
12,0,4.0,0.2,0,1,0,1,0
106,2,53.9,3.9,0,1,1,2,0
21,0,23.9,5.0,0,1,1,1,1
32,0,5.1,0.4,0,1,0,1,0
18,0,0.2,0.0,0,1,1,0,3
22,1,0.0,0.0,0,1,0,0,0
23,0,16.7,1.1,0,1,0,1,0
13,0,5.8,0.5,0,1,0,2,1
21,2,45.9,3.8,0,0,2,3,3
18,0,6.3,0.9,0,0,2,3,3
2,0,0.0,0.0,0,1,1,0,1
16,0,27.8,1.5,0,0,2,3,3
23,0,36.7,2.3,0,1,0,1,0
19,0,9.3,0.6,0,1,1,2,1
21,0,46.1,2.5,0,1,1,2,1
11,0,10.1,0.6,4,1,1,2,1
38,0,47.0,1.3,0,1,1,1,0
33,0,18.9,3.0,0,1,1,1,3
20,0,29.1,2.2,0,0,2,3,1
3,0,1.3,0.0,0,0,0,3,3
18,0,0.0,0.0,0,1,1,0,0
32,0,146.6,9.5,0,0,0,3,1
38,0,10.7,0.3,0,1,1,1,3
15,0,51.1,10.5,0,0,2,3,3
18,1,45.6,2.8,0,1,1,1,0
20,0,15.1,1.5,0,1,1,1,0
2,0,0.0,0.0,0,1,2,0,0
21,0,3.1,0.2,0,1,0,1,0
21,0,5.7,0.1,0,1,1,1,0
18,0,0.3,0.0,0,1,1,1,3
16,0,19.2,1.4,0,1,1,1,1
26,0,60.2,2.7,0,1,0,1,0
22,0,26.1,4.0,0,1,1,0,0
24,0,36.4,3.9,0,0,2,3,3
24,0,12.2,1.2,0,1,0,1,1
14,3,5.4,2.0,0,1,1,1,0
13,0,19.2,2.7,0,1,1,1,1
16,0,21.6,2.7,0,1,1,1,1
21,0,55.3,5.0,0,0,2,3,1
21,0,70.6,5.8,0,0,2,3,3
0,0,0.0,0.0,0,1,1,0,0
32,0,2.6,0.4,0,1,0,1,3
20,0,76.5,10.1,0,0,2,3,1
24,0,16.8,1.4,0,1,0,1,0
27,0,39.2,0.8,0,1,0,1,1
32,0,34.8,2.9,0,1,0,2,0
23,0,24.3,3.2,0,1,1,0,1
22,1,6.9,0.6,0,0,2,3,1
25,0,11.4,2.3,0,1,0,2,1
24,0,4.8,0.2,0,1,0,1,1
35,0,31.4,3.0,0,1,0,1,0
23,0,1.2,0.1,0,1,0,1,1
24,0,54.5,2.5,0,1,0,2,1
23,0,31.8,1.8,0,1,1,1,1
0,0,21.9,1.1,2,1,0,1,1
23,0,10.8,0.4,0,1,0,1,1
20,1,35.2,2.0,0,0,2,3,1
23,0,5.7,0.5,0,1,1,1,0
33,0,41.0,2.8,0,1,0,2,1
24,0,34.4,2.8,0,1,1,2,3
21,0,95.8,5.3,0,0,2,3,1
35,1,124.6,7.6,1,0,2,3,3
0,0,0.4,0.0,0,1,1,1,0
33,0,43.7,2.8,0,1,1,2,1
41,0,68.5,6.9,0,0,2,3,3
22,0,0.0,0.0,0,1,0,0,0
15,0,21.3,1.2,0,1,1,1,0
32,0,144.3,13.2,0,0,2,3,3
30,0,61.5,4.6,0,1,0,3,1
24,1,18.9,2.1,0,1,0,1,1
19,0,221.2,7.9,0,0,2,3,1
23,0,7.5,0.6,0,1,0,1,1
18,0,15.7,0.7,0,1,1,2,1
22,1,20.8,1.8,0,1,0,1,1
21,0,9.2,0.7,0,1,1,1,1
23,0,6.8,0.5,5,1,0,0,0
38,0,62.4,3.5,0,1,0,0,3
0,0,0.0,0.0,0,1,1,0,0
12,0,19.9,2.1,0,0,2,3,3
15,1,0.0,0.0,0,1,1,0,0
20,1,126.5,6.0,0,1,1,2,1
13,0,10.4,0.9,0,1,1,1,1
0,0,15.0,1.2,0,1,1,0,1
16,1,30.5,1.3,0,0,2,3,3
24,0,37.4,1.4,0,1,1,2,1
19,0,0.5,0.1,0,1,1,1,1
20,0,5.4,0.5,0,1,0,1,1
15,0,0.0,0.0,0,1,1,0,0
19,2,103.5,9.5,0,0,2,3,3
0,0,0.0,0.0,0,1,0,0,1
15,1,12.6,1.4,0,1,1,1,0
12,1,24.7,3.2,0,0,2,3,3
0,0,5.8,0.2,0,1,1,0,1
21,0,32.2,17.9,0,0,2,3,1
23,2,3.5,0.2,0,1,0,1,1
19,0,0.0,0.0,0,1,0,0,1
17,0,2.5,0.1,0,1,1,1,1
16,0,11.0,0.7,0,1,1,0,0
20,0,4.8,0.5,0,1,0,1,1
21,1,28.1,1.6,0,0,2,3,1
23,0,8.3,1.9,0,1,0,1,1
5,0,0.0,0.0,0,1,1,0,1
21,0,112.6,9.8,0,0,2,3,3
14,2,11.4,0.4,0,1,1,1,0
38,0,67.7,3.8,0,1,1,2,1
26,0,27.0,1.3,0,1,1,1,1
24,5,15.7,1.4,0,1,0,1,1
0,0,3.7,0.3,0,1,0,1,3
21,0,3.7,0.8,0,1,0,1,1
12,1,22.2,2.2,0,0,2,3,3
21,0,6.4,0.5,0,1,0,1,0
16,0,4.8,2.0,0,1,0,1,3
20,0,0.0,0.0,0,1,1,1,1
22,0,28.0,15.3,0,1,1,1,1
19,0,0.0,0.0,0,1,0,1,0
26,0,5.3,0.4,0,1,0,1,1
18,0,0.2,0.0,0,1,1,0,1
0,0,10.2,1.1,3,1,0,1,0
23,0,32.1,2.9,0,1,0,1,1
6,0,0.0,0.0,0,1,1,0,1
20,0,25.6,2.2,0,1,1,2,1
12,0,35.6,1.6,0,1,1,1,1
19,3,17.6,0.9,0,1,1,0,1
20,0,0.0,0.0,0,1,0,1,1
21,0,25.1,1.7,0,0,2,3,3
23,0,32.2,2.1,0,1,0,1,1
21,0,7.6,1.5,0,1,0,0,1
22,0,3.0,0.3,0,0,2,3,3
12,1,119.2,15.6,0,1,2,2,3
15,0,17.8,7.3,0,1,1,1,1
20,0,60.3,6.3,0,1,1,1,3
39,0,16.5,0.6,0,0,0,3,1
37,0,778.5,58.9,0,1,1,1,0
15,0,89.5,6.9,0,0,2,3,3
24,0,0.0,0.0,0,1,1,1,1
40,0,44.0,2.3,0,1,0,1,0
21,0,42.6,2.0,0,0,2,3,1
21,0,24.7,0.9,0,0,2,3,3
23,1,40.2,2.9,0,1,0,2,1
20,0,68.5,8.3,0,0,2,3,1
16,0,72.3,12.6,0,0,2,3,3
21,1,2.6,0.3,0,1,1,1,1
24,0,19.1,1.3,0,1,0,1,1
19,0,49.1,1.9,0,0,2,3,1
0,1,11.3,0.5,1,1,0,1,1
26,1,44.7,5.7,0,1,1,1,1
24,0,18.5,1.3,0,1,0,1,3
21,1,18.4,1.9,0,0,2,3,3
22,2,63.5,4.6,0,0,2,3,1
21,0,4.5,0.3,0,1,0,1,1
18,0,2.4,0.4,0,1,1,1,1
11,0,0.0,0.0,0,1,1,0,0
19,0,22.3,3.8,0,1,0,3,3
17,0,4.6,1.7,0,1,0,1,0
21,0,8.4,0.5,0,1,1,0,1
25,0,3.2,0.2,0,0,2,3,3
25,0,71.0,4.8,0,0,2,3,1
22,0,2.6,0.1,0,1,1,0,0
20,0,4.9,0.5,0,1,1,2,1
21,0,32.3,2.6,0,1,0,1,3
19,0,0.0,0.0,0,1,1,1,0
22,0,176.6,9.9,0,0,2,3,1
21,1,4.5,0.5,0,1,0,1,0
21,0,0.0,0.0,0,1,1,0,0
21,0,5.2,0.7,0,1,0,1,0
12,1,38.8,2.5,0,0,2,3,1
23,0,6.8,0.9,0,1,0,1,1
0,1,0.4,0.0,3,1,0,0,3
18,0,3.5,0.3,0,1,1,0,0
20,0,10.2,0.8,0,1,0,0,0
5,0,0.0,0.0,0,1,2,0,0
23,0,12.1,1.1,0,1,0,0,0
28,0,93.4,6.6,0,1,0,0,0
32,2,23.4,1.5,0,1,0,1,3
36,0,54.2,6.1,0,1,0,1,0
20,0,53.8,11.4,0,1,1,2,1
72,0,315.6,26.7,0,1,0,1,3
10,0,0.0,0.0,0,1,1,0,3
32,0,38.9,2.5,0,1,0,2,1
22,0,12.7,1.3,0,1,1,1,1
15,3,32.0,2.0,0,0,2,3,3
0,0,18.0,0.8,2,1,1,1,0
13,1,27.2,2.2,7,1,0,0,0
22,0,24.2,1.9,0,1,0,1,0
53,0,34.0,4.9,0,1,0,0,0
12,0,113.2,5.3,0,0,2,3,3
18,0,0.0,0.0,0,1,1,0,0
5,0,0.0,0.0,0,1,1,0,1
52,0,26.5,6.6,0,1,0,0,0
10,0,4.6,3.4,0,0,2,3,3
12,0,10.4,0.8,0,1,0,1,1
0,0,0.0,0.0,0,1,0,1,1
24,2,83.2,4.1,0,0,2,3,3
0,0,0.0,0.0,0,1,0,0,0
18,0,0.0,0.0,0,1,1,1,1
15,0,74.9,6.0,0,0,2,3,3
22,0,6.6,0.5,0,1,0,0,0
16,0,15.7,4.7,0,1,1,1,0
19,0,11.3,2.3,0,1,1,0,3
22,0,34.0,1.7,0,1,1,2,1
23,0,12.4,1.6,0,1,0,1,0
21,0,86.2,8.8,0,0,2,3,1
18,0,4.4,0.3,0,1,1,1,0
19,3,8.4,0.4,0,1,1,0,0
0,0,0.0,0.0,0,1,0,0,0
19,0,13.8,0.7,0,1,0,1,1
29,0,48.5,3.0,0,1,1,1,3
29,5,0.0,0.0,0,1,1,0,3
0,0,4.6,0.1,0,1,1,0,0
24,0,31.9,1.7,0,1,0,1,1
20,0,3.6,0.3,0,1,0,0,0
22,1,51.0,2.4,0,0,2,3,1
0,0,0.0,0.0,0,1,0,1,0
22,0,64.8,5.0,0,1,0,1,1
21,0,87.8,9.9,0,0,2,3,3
39,0,159.3,18.7,0,0,2,3,3
4,0,0.0,0.0,0,1,1,0,0
0,0,0.0,0.0,0,1,0,0,0
17,0,18.3,1.1,0,1,1,0,0
19,0,0.0,0.0,0,1,0,0,0
21,0,100.0,10.7,0,0,2,3,3
10,0,21.2,2.3,0,0,2,3,3
18,1,190.2,12.7,0,0,2,3,3
24,0,28.2,2.5,0,0,0,3,1
21,0,34.1,2.5,0,0,2,3,1
24,0,4.3,0.6,0,1,1,1,1
15,0,12.2,1.4,0,0,2,3,3
15,1,49.7,1.2,0,1,1,2,1
10,1,71.2,9.0,0,0,2,3,3
22,2,91.5,7.9,0,1,1,2,1
23,0,75.1,3.5,0,1,0,2,1
26,0,50.0,7.2,0,1,0,2,1
21,0,8.5,0.4,0,1,1,0,1
0,0,4.7,0.3,0,1,1,0,1
20,0,0.0,0.0,0,1,0,0,0
0,0,0.0,0.0,0,1,0,1,1
24,1,43.2,1.6,0,1,0,1,1
21,0,31.5,6.4,0,0,2,3,1
40,0,75.5,9.4,0,1,0,1,1
15,0,0.0,0.0,0,1,1,0,0
21,0,35.0,1.9,0,0,2,3,3
15,1,56.9,111.7,0,1,1,1,1
25,1,87.1,4.7,0,0,2,3,1
21,0,19.0,3.0,0,1,0,1,3
22,0,2.0,0.1,0,1,0,3,3
20,1,2.8,0.2,0,1,1,0,1
21,0,17.9,0.7,0,1,1,1,0
21,0,2.5,0.2,0,1,0,0,0
36,0,39.8,2.1,0,1,1,1,1
37,0,29.4,4.4,0,1,0,1,1
16,0,25.6,0.8,0,1,1,1,1
24,0,15.1,0.7,0,0,0,3,1
22,1,81.8,6.2,0,0,2,3,1
12,1,120.4,10.4,0,0,2,3,3
21,0,8.9,0.3,0,1,2,3,3
20,1,57.5,3.5,0,0,2,3,1
23,0,16.2,1.8,0,1,0,1,0
22,0,155.0,10.2,0,0,2,3,1
17,0,25.7,1.0,0,1,1,2,1
40,0,17.0,4.3,0,1,0,2,1
26,1,115.5,6.0,0,1,1,2,1
38,0,11.6,14.8,0,1,1,1,0
22,0,15.0,1.2,0,1,0,1,1
24,0,76.4,3.7,0,0,2,3,0
24,0,20.9,0.8,0,1,0,1,1
12,0,14.8,1.5,0,1,1,1,1
12,0,44.5,2.5,0,0,2,3,1
22,3,88.8,4.1,0,1,1,1,1
18,0,0.0,0.0,0,1,1,0,1
21,0,2.9,0.1,0,1,1,1,0
16,0,72.6,5.5,0,1,1,1,0
0,1,10.9,0.8,0,1,1,0,1
20,0,8.6,0.8,0,0,2,3,1
18,0,1.6,0.1,0,1,1,0,0
18,0,66.6,19.4,0,0,2,3,3
16,0,0.0,0.0,0,1,1,0,0
21,0,8.9,0.7,0,1,0,1,0
17,0,23.6,4.1,0,1,1,2,1
21,0,7.6,2.6,0,1,0,1,1
36,0,15.5,1.6,0,1,1,0,0
24,0,20.2,1.2,0,0,0,3,1
22,1,6.3,0.4,0,1,1,0,1
5,0,1.1,0.1,0,1,1,0,0
10,1,12.5,0.7,0,0,2,3,3
0,0,0.0,0.0,0,1,1,0,0
20,0,60.7,4.6,0,0,2,3,3
22,1,20.1,2.6,0,1,0,0,0
24,0,49.3,4.2,0,0,0,3,0
23,0,22.2,1.3,0,1,1,0,0
26,1,72.9,6.0,0,0,2,3,3
22,0,65.8,4.8,0,0,2,3,1
23,0,37.6,3.8,0,1,1,1,1
36,0,339.4,66.3,0,1,0,1,0
37,0,27.8,1.5,0,1,1,1,0
0,0,6.9,0.7,0,1,0,0,1
22,2,67.6,11.7,2,1,1,0,0
24,0,11.6,2.0,0,1,0,1,1
16,2,5.8,0.9,0,1,1,0,1
21,0,20.1,1.8,0,1,0,1,1
22,0,10.8,0.8,0,0,2,3,1
11,0,13.2,0.7,0,1,1,1,1
21,0,9.6,0.3,0,1,0,0,0
38,0,10.4,1.9,0,1,0,0,1
20,2,2.4,0.2,0,1,0,1,1
20,6,62.1,5.3,0,0,2,3,3
23,1,150.1,9.8,0,1,1,2,3
18,1,4.4,0.4,0,1,1,0,0
21,0,0.5,0.0,0,1,1,1,1
0,0,3.8,1.2,0,1,1,0,1
16,0,60.1,4.5,0,1,0,1,1
21,1,4.9,0.5,0,0,2,3,1
24,0,55.6,2.5,0,1,0,2,1
41,0,104.2,4.2,0,0,2,3,1
21,0,4.0,0.2,0,1,0,0,0
26,0,3.7,0.3,0,1,0,1,1
0,0,0.2,0.0,0,1,0,0,0
31,0,29.4,2.0,0,1,0,0,3
21,1,0.5,0.2,0,1,1,0,0
22,0,7.5,0.5,0,1,0,1,1
21,0,1.2,0.3,1,1,0,1,1
22,0,7.1,0.5,0,1,0,1,0
26,0,85.1,6.2,0,0,2,3,3
12,0,100.8,8.5,0,0,2,3,1
24,2,49.4,3.9,0,1,1,1,1
15,0,30.2,2.1,0,0,2,3,3
17,0,14.1,1.7,0,1,1,1,1
18,0,56.2,6.0,0,0,2,3,3
24,0,14.6,1.0,0,1,0,1,1
22,0,52.8,6.1,0,0,2,3,1
19,0,92.4,7.8,0,1,1,2,1
19,0,0.0,0.0,0,1,0,0,0
17,0,0.0,0.0,0,1,1,0,1
23,0,30.7,2.1,0,1,0,1,1
15,0,38.6,3.2,0,0,2,3,3
22,0,0.0,0.0,0,1,1,1,1
23,1,201.9,6.3,0,0,0,3,3
12,0,0.0,0.0,0,1,1,0,1
21,0,0.0,0.0,0,1,1,1,1
16,0,37.2,2.9,0,0,2,3,3
20,0,77.8,3.8,0,0,0,3,0
24,0,4.1,0.3,0,1,0,1,1
23,0,0.7,0.1,0,1,1,0,0
26,0,9.6,0.6,0,1,1,1,1
22,1,90.3,6.0,0,0,2,3,1
15,0,36.0,3.0,0,0,2,3,3
0,0,9.6,0.2,2,1,1,1,3
19,0,0.1,0.0,0,1,1,0,1
18,0,67.3,6.4,0,0,2,3,3
15,0,42.6,2.8,0,0,2,3,3
24,1,39.8,3.6,0,1,0,1,0
34,0,14.8,1.5,0,1,1,1,0
10,1,31.1,2.3,0,0,2,3,3
19,0,3.7,0.2,0,1,0,0,1
17,1,32.0,1.1,0,0,2,3,1
22,0,11.7,1.0,0,1,0,0,0
21,1,93.7,7.4,0,0,2,3,3
24,0,11.3,1.1,0,1,0,1,1
22,0,22.6,1.9,0,0,2,3,1
24,0,28.0,2.0,0,1,0,1,0
22,2,7.4,0.4,0,0,0,3,3
0,0,0.0,0.0,0,1,1,1,0
18,1,16.8,0.8,0,0,0,3,1
23,10,78.8,3.3,0,0,2,3,3
0,0,0.0,0.0,0,1,0,0,0
24,1,11.1,0.5,0,0,0,3,0
15,0,4.5,1.0,0,1,0,1,0
0,0,0.0,0.0,0,1,0,0,0
25,0,16.3,0.8,0,1,1,1,0
26,0,50.0,2.8,0,1,0,2,3
21,0,58.3,8.1,0,0,2,3,3
19,0,2.3,0.3,0,0,2,3,1
17,0,1.9,0.2,0,1,1,1,0
20,0,7.8,0.6,0,1,0,2,1
21,0,82.2,4.3,0,0,2,3,1
15,0,53.2,3.3,0,1,0,2,1
15,0,0.0,0.0,0,1,0,0,0
39,0,32.4,3.1,0,1,1,1,0
16,0,2.7,0.1,0,1,1,1,1
25,0,78.0,9.9,0,0,2,3,1
19,0,25.8,1.5,0,1,1,0,0
0,1,21.5,4.4,1,1,1,0,0
35,0,59.7,2.0,0,1,0,3,1
22,0,79.9,10.2,0,0,2,3,1
24,0,9.1,0.4,0,1,0,1,0
8,0,49.4,2.6,0,0,2,3,1
11,0,68.8,4.5,0,1,1,1,1
44,0,69.8,4.7,0,1,0,1,0
18,0,36.3,2.3,0,1,0,1,1
5,0,0.0,0.0,0,1,1,0,0
22,0,39.8,1.7,0,0,2,3,1
22,0,37.2,1.7,0,1,1,2,1
104,0,504.5,7.4,0,1,0,1,3
8,0,0.0,0.0,0,1,0,1,0
69,0,11.9,0.7,0,1,1,0,0
0,0,0.0,0.0,0,1,1,0,1
22,0,5.8,0.4,0,1,1,0,3
24,2,80.5,4.6,0,0,0,3,1
20,0,0.8,0.0,0,1,1,1,1
28,0,111.3,17.6,0,0,0,3,3
18,0,14.6,1.5,0,1,1,1,3
37,5,200.8,37.9,0,0,2,3,3
3,0,0.0,0.0,0,1,2,0,1
21,0,10.5,0.9,0,1,0,1,1
45,0,384.2,13.1,0,0,2,3,3
20,0,36.0,2.4,0,1,1,1,0
28,0,21.6,2.9,0,1,1,2,3
39,0,74.4,14.0,0,1,1,1,1
24,0,2.1,0.1,0,0,0,3,1
15,0,27.2,4.2,0,0,2,3,3
19,0,5.8,0.4,0,1,1,0,1
21,0,23.3,1.1,0,0,2,3,1
18,0,0.0,0.0,0,1,1,0,3
13,0,35.3,1.2,0,1,1,1,3
23,0,3.3,0.5,0,1,1,1,1
21,0,97.0,4.6,0,0,2,3,1
28,0,87.1,21.5,0,0,2,3,3
22,0,5.8,0.9,0,1,1,0,0
23,0,35.2,6.0,0,1,0,1,1
15,0,112.4,32.5,0,0,2,3,3
0,0,3.7,0.2,7,1,0,1,3
2,0,0.0,0.0,0,1,2,0,0
32,0,51.0,1.7,0,1,0,2,1
10,0,0.0,0.0,0,1,0,0,0
21,0,40.6,3.1,0,1,0,3,0
18,0,0.0,0.0,0,1,1,0,1
21,1,57.0,5.1,0,0,2,3,1
40,0,25.0,2.9,0,1,1,0,0
13,2,3.7,1.1,0,1,0,0,0
36,1,91.0,7.0,0,0,2,3,1
15,0,18.3,1.2,0,1,1,1,1
24,0,85.8,2.0,0,1,0,3,3
13,0,34.8,3.4,0,1,1,1,1
17,0,32.1,1.5,0,0,2,3,3
28,0,28.2,2.5,1,1,1,1,0
19,0,84.4,5.0,0,1,0,3,3
32,0,48.6,3.7,0,1,0,2,1
21,1,6.6,0.5,0,1,1,0,1
18,0,81.7,4.6,0,0,2,3,3
22,2,28.6,2.6,0,0,2,3,3
4,0,0.0,0.0,0,1,1,0,1
14,1,36.9,1.6,0,1,0,1,1
25,0,93.1,5.7,0,0,2,3,1
22,0,102.9,5.2,0,0,2,3,1
22,1,39.1,2.5,0,1,0,0,1
20,1,31.4,3.3,0,0,2,3,1
18,1,21.1,1.8,0,1,1,0,0
23,0,116.3,13.9,0,0,2,3,1
16,3,73.4,2.8,0,0,2,3,3
10,0,51.0,5.3,0,1,1,1,0
23,0,18.6,3.6,0,1,0,1,1
22,0,207.7,11.0,0,0,2,3,3
22,0,119.7,7.8,0,0,2,3,1
29,0,99.8,7.0,0,0,2,3,3
16,0,20.9,6.0,0,0,2,3,3
26,0,46.7,5.9,0,1,1,2,1
19,2,30.0,1.8,0,1,1,1,1
17,0,15.7,0.4,0,1,1,1,3
27,0,24.3,2.8,0,0,0,3,3
21,0,12.8,1.4,0,0,2,3,1
32,0,123.6,7.8,0,1,0,2,1
13,0,34.3,3.3,0,1,1,2,1
16,0,45.3,1.7,0,1,0,2,0
16,0,0.0,0.0,0,1,1,0,0
0,0,9.6,2.2,0,1,1,0,1
33,0,89.2,17.1,0,1,0,0,1
0,0,17.0,0.8,7,1,0,1,0
15,0,79.4,10.9,0,0,2,3,3
21,0,174.6,10.4,0,0,2,3,1
22,3,101.8,7.1,0,0,2,3,1
21,1,44.2,21.6,0,1,0,1,1
0,0,6.3,0.7,5,1,1,0,0
20,0,46.7,3.8,0,1,1,0,0
14,0,14.9,2.0,0,1,0,1,1
19,0,2.3,0.2,0,1,1,0,0
19,0,22.9,1.1,0,1,1,0,0
20,0,18.7,0.9,0,1,0,0,0
22,1,89.3,7.3,0,1,2,3,3
23,2,8.2,1.0,0,1,0,1,0
24,0,36.3,3.0,0,0,0,3,0
24,0,58.1,3.8,0,1,0,2,3
15,0,22.7,2.0,0,0,2,3,3
13,2,16.0,0.5,0,1,2,3,3
21,1,37.6,2.0,0,0,2,3,1
26,0,45.3,2.0,0,1,0,2,1
25,0,18.3,1.8,0,0,2,3,1
20,1,17.9,1.7,0,1,1,0,0
0,1,5.5,0.6,0,1,1,0,1
21,0,7.2,0.6,0,1,1,1,0
16,0,10.7,2.0,0,1,0,1,0
26,0,14.9,1.0,0,1,1,1,3
40,0,5.6,1.0,0,1,0,1,0
18,6,47.0,7.6,0,1,1,1,1
19,0,0.0,0.0,0,1,1,0,0
23,0,26.3,2.7,0,1,0,0,0
21,0,44.1,3.2,0,1,1,1,0
10,1,41.9,4.7,0,0,2,3,3
18,0,26.7,1.1,0,1,1,0,1
18,0,9.0,0.5,0,1,1,1,0
23,0,11.0,0.6,0,1,0,1,0
20,1,21.3,1.3,0,1,1,1,0
24,1,13.1,0.7,0,1,0,1,1
4,0,0.0,0.0,0,1,0,0,0
24,1,94.8,11.1,0,1,0,1,0
18,0,0.0,0.0,0,1,0,1,1
21,0,46.1,4.2,0,0,2,3,3
10,1,131.5,14.1,0,0,2,3,3
22,0,43.0,2.2,0,0,2,3,3
13,0,17.8,1.5,0,1,2,3,1
18,0,10.1,0.9,0,1,1,0,0
4,0,0.0,0.0,0,1,0,0,1
40,0,36.6,2.2,0,1,0,1,0
17,0,31.2,8.1,0,1,1,0,0
30,0,36.1,1.6,0,1,0,1,3
22,0,47.9,2.8,0,0,2,3,1
19,3,26.5,1.1,0,1,1,1,1
23,1,30.4,2.1,0,1,0,0,1
12,0,10.7,1.1,0,1,0,1,0
